Concatenation,Estimated resolicitation Date,ContractNumber,NDCWithDashes,Drug,Generic,TradeName,PackageDescription,Non-TAA,VendorName,5 Year option end, Price ,Offers,Estimated Annual Quantities,Estimated Annual Spend,ContractStartDate,ContractStopDate,5 Year option end,Contract Start Year,SubItemIdentifier,VAClass,Covered,PrimeVendor,PriceStartDate,PriceStopDate,PriceType
36E79720D0015WARFARIN NA 2MG TAB100,17-Nov-24,36E79720D0015,51407-0785-01,WARFARIN NA,WARFARIN NA 2MG TAB,WARFARIN NA 2MG TAB,100,Compliant,"Golden State Medical Supply, Inc.",16-May-25, $3.71 , 3.00 ," 12,550.00 "," $46,560.50 ",05/16/2020,05/15/2025,2025,2020,,BL110,F,T,05/16/2021,05/15/2025,NC
36E79720D0015WARFARIN NA 2MG TAB1000,17-Nov-24,36E79720D0015,51407-0785-10,WARFARIN NA,WARFARIN NA 2MG TAB,WARFARIN NA 2MG TAB,1000,Compliant,"Golden State Medical Supply, Inc.",16-May-25, $30.86 , 3.00 ," 11,691.00 "," $360,784.26 ",05/16/2020,05/15/2025,2025,2020,,BL110,F,T,05/16/2021,05/15/2025,NC
36E79720D0015WARFARIN NA 3MG TAB100,17-Nov-24,36E79720D0015,51407-0787-01,WARFARIN NA,WARFARIN NA 3MG TAB,WARFARIN NA 3MG TAB,100,Compliant,"Golden State Medical Supply, Inc.",16-May-25, $3.86 , 3.00 ," 6,517.00 "," $25,155.62 ",05/16/2020,05/15/2025,2025,2020,,BL110,F,T,05/16/2021,05/15/2025,NC
36E79720D0015WARFARIN NA 3MG TAB1000,17-Nov-24,36E79720D0015,51407-0787-10,WARFARIN NA,WARFARIN NA 3MG TAB,WARFARIN NA 3MG TAB,1000,Compliant,"Golden State Medical Supply, Inc.",16-May-25, $32.27 , 3.00 ," 2,014.00 "," $64,991.78 ",05/16/2020,05/15/2025,2025,2020,,BL110,F,T,05/16/2021,05/15/2025,NC
36E79720D0015WARFARIN NA 4MG TAB100,17-Nov-24,36E79720D0015,51407-0788-01,WARFARIN NA,WARFARIN NA 4MG TAB,WARFARIN NA 4MG TAB,100,Compliant,"Golden State Medical Supply, Inc.",16-May-25, $4.01 , 3.00 ," 5,948.00 "," $23,851.48 ",05/16/2020,05/15/2025,2025,2020,,BL110,F,T,05/16/2021,05/15/2025,NC
36E79720D0015WARFARIN NA 4MG TAB1000,17-Nov-24,36E79720D0015,51407-0788-10,WARFARIN NA,WARFARIN NA 4MG TAB,WARFARIN NA 4MG TAB,1000,Compliant,"Golden State Medical Supply, Inc.",16-May-25, $33.72 , 3.00 ," 2,069.00 "," $69,766.68 ",05/16/2020,05/15/2025,2025,2020,,BL110,F,T,05/16/2021,05/15/2025,NC
36E79720D0015WARFARIN NA 5MG TAB100,17-Nov-24,36E79720D0015,51407-0789-01,WARFARIN NA,WARFARIN NA 5MG TAB,WARFARIN NA 5MG TAB,100,Compliant,"Golden State Medical Supply, Inc.",16-May-25, $4.04 , 3.00 ," 21,808.00 "," $88,104.32 ",05/16/2020,05/15/2025,2025,2020,,BL110,F,T,05/16/2021,05/15/2025,NC
36E79720D0015WARFARIN NA 5MG TAB1000,17-Nov-24,36E79720D0015,51407-0789-10,WARFARIN NA,WARFARIN NA 5MG TAB,WARFARIN NA 5MG TAB,1000,Compliant,"Golden State Medical Supply, Inc.",16-May-25, $35.69 , 3.00 ," 31,813.00 "," $1,135,405.97 ",05/16/2020,05/15/2025,2025,2020,,BL110,F,T,05/16/2021,05/15/2025,NC
36E79720D0015WARFARIN NA 6MG TAB100,17-Nov-24,36E79720D0015,51407-0790-01,WARFARIN NA,WARFARIN NA 6MG TAB,WARFARIN NA 6MG TAB,100,Compliant,"Golden State Medical Supply, Inc.",16-May-25, $4.10 , 3.00 ," 5,515.00 "," $22,611.50 ",05/16/2020,05/15/2025,2025,2020,,BL110,F,T,05/16/2021,05/15/2025,NC
36E79720D0015WARFARIN NA 6MG TAB1000,17-Nov-24,36E79720D0015,51407-0790-10,WARFARIN NA,WARFARIN NA 6MG TAB,WARFARIN NA 6MG TAB,1000,Compliant,"Golden State Medical Supply, Inc.",16-May-25, $36.26 , 3.00 , 695.00 ," $25,200.70 ",05/16/2020,05/15/2025,2025,2020,,BL110,F,T,05/16/2021,05/15/2025,NC
36E79720D0015WARFARIN NA 7.5MG TAB100,17-Nov-24,36E79720D0015,51407-0791-01,WARFARIN NA,WARFARIN NA 7.5MG TAB,WARFARIN NA 7.5MG TAB,100,Compliant,"Golden State Medical Supply, Inc.",16-May-25, $4.21 , 3.00 ," 14,807.00 "," $62,337.47 ",05/16/2020,05/15/2025,2025,2020,,BL110,F,T,05/16/2021,05/15/2025,NC
36E79720D0017MYCOPHENOLATE MOFETIL 250MG CAP100,24-Oct-24,36E79720D0017,60429-0059-01,MYCOPHENOLATE MOFETIL,MYCOPHENOLATE MOFETIL 250MG CAP,MYCOPHENOLATE MOFETIL 250MG CAP,100,Compliant,"Golden State Medical Supply, Inc.",22-Apr-25, $19.63 , 3.00 ," 17,125.00 "," $336,163.75 ",04/22/2020,04/21/2025,2025,2020,,IM600,F,T,04/22/2020,04/21/2025,NC
36E79720D0017MYCOPHENOLATE MOFETIL 250MG CAP500,24-Oct-24,36E79720D0017,60429-0059-05,MYCOPHENOLATE MOFETIL,MYCOPHENOLATE MOFETIL 250MG CAP,MYCOPHENOLATE MOFETIL 250MG CAP,500,Compliant,"Golden State Medical Supply, Inc.",22-Apr-25, $93.25 , 3.00 ," 18,335.00 "," $1,709,738.75 ",04/22/2020,04/21/2025,2025,2020,,IM600,F,T,04/22/2020,04/21/2025,NC
36E79720D0017MYCOPHENOLATE MOFETIL 500MG TAB100,24-Oct-24,36E79720D0017,60429-0070-01,MYCOPHENOLATE MOFETIL,MYCOPHENOLATE MOFETIL 500MG TAB,MYCOPHENOLATE MOFETIL 500MG TAB,100,Compliant,"Golden State Medical Supply, Inc.",22-Apr-25, $40.47 , 3.00 ," 20,945.00 "," $847,644.15 ",04/22/2020,04/21/2025,2025,2020,,IM600,F,T,04/22/2020,04/21/2025,NC
36E79720D0017MYCOPHENOLATE MOFETIL 500MG TAB500,24-Oct-24,36E79720D0017,60429-0070-05,MYCOPHENOLATE MOFETIL,MYCOPHENOLATE MOFETIL 500MG TAB,MYCOPHENOLATE MOFETIL 500MG TAB,500,Compliant,"Golden State Medical Supply, Inc.",22-Apr-25, $197.27 , 3.00 ," 15,085.00 "," $2,975,817.95 ",04/22/2020,04/21/2025,2025,2020,,IM600,F,T,04/22/2020,04/21/2025,NC
36E79720D0018INSULIN NOVOLIN 70/30 (NPH/REG) INJ NOVO10ML,2-Jan-25,36E79720D0018,00169-1837-11,INSULIN NOVOLIN 70/30 (NPH/REG) INJ NOVO,INSULIN NOVOLIN 70/30 (NPH/REG) INJ NOVO,HUMAN 70/30 (NOVOLIN 70/30),10ML,Compliant,"Novo Nordisk, Inc.",1-Jul-25, $6.25 , 1.00 ," 788,765.00 "," $4,929,781.25 ",07/01/2020,06/30/2025,2025,2020,,HS501,T,T,07/01/2024,06/30/2025,NC
36E79720D0018INSULIN NPH HUMAN 100 U/ML INJ NOVOLIN N10ML,2-Jan-25,36E79720D0018,00169-1834-11,INSULIN NPH HUMAN 100 U/ML INJ NOVOLIN N,INSULIN NPH HUMAN 100 U/ML INJ NOVOLIN N,HUMAN N (NOVOLIN N),10ML,Compliant,"Novo Nordisk, Inc.",1-Jul-25, $6.25 , 1.00 ," 797,954.00 "," $4,987,212.50 ",07/01/2020,06/30/2025,2025,2020,,HS501,T,T,07/01/2024,06/30/2025,NC
36E79720D0018INSULIN REG HUMAN 100 U/ML INJ NOVOLIN R10ML,2-Jan-25,36E79720D0018,00169-1833-11,INSULIN REG HUMAN 100 U/ML INJ NOVOLIN R,INSULIN REG HUMAN 100 U/ML INJ NOVOLIN R,HUMAN R (NOVOLIN R),10ML,Compliant,"Novo Nordisk, Inc.",1-Jul-25, $6.25 , 1.00 ," 401,899.00 "," $2,511,868.75 ",07/01/2020,06/30/2025,2025,2020,,HS501,T,T,07/01/2024,06/30/2025,NC
"36E79720D0018INSULIN,ASPART,HUMAN 100 UNT/ML INJ10ML",2-Jan-25,36E79720D0018,00169-7501-11,"INSULIN,ASPART,HUMAN 100 UNT/ML INJ","INSULIN,ASPART,HUMAN 100 UNT/ML INJ",SHORT ACTING ANALOG (NOVOLOG),10ML,Compliant,"Novo Nordisk, Inc.",1-Jul-25, $23.25 , 1.00 ," 1,287,581.00 "," $29,936,258.25 ",07/01/2020,06/30/2025,2025,2020,,HS501,T,T,07/01/2024,06/30/2025,NC
"36E79720D0018INSULIN,ASPART,HUMAN 100U/ML,NOVOLOG,FLEXPEN,3ML5X3ML",2-Jan-25,36E79720D0018,00169-6339-10,"INSULIN,ASPART,HUMAN 100U/ML,NOVOLOG,FLEXPEN,3ML","INSULIN,ASPART,HUMAN 100U/ML,NOVOLOG,FLEXPEN,3ML",SHORT ACTING ANALOG (NOVOLOG FLEPEN),5X3ML,Compliant,"Novo Nordisk, Inc.",1-Jul-25, $34.87 , 1.00 ," 1,180,380.00 "," $41,159,850.60 ",07/01/2020,06/30/2025,2025,2020,,HS501,T,T,07/01/2024,06/30/2025,NC
"36E79720D0018INSULIN,ASPART,HUMAN 70/30 INJ,NOVOLOG10ML",2-Jan-25,36E79720D0018,00169-3685-12,"INSULIN,ASPART,HUMAN 70/30 INJ,NOVOLOG","INSULIN,ASPART,HUMAN 70/30 INJ,NOVOLOG",SHORT ACTING/INTERMEDIATE ANALOG MIX (NOVOLOG,10ML,Compliant,"Novo Nordisk, Inc.",1-Jul-25, $29.59 , 1.00 ," 132,521.00 "," $3,921,296.39 ",07/01/2020,06/30/2025,2025,2020,,HS501,T,T,07/01/2024,06/30/2025,NC
"36E79720D0018INSULIN,ASPART,HUMAN 70/30 INJ,NOVOLOG,FLEXPEN,3ML5X3ML",2-Jan-25,36E79720D0018,00169-3696-19,"INSULIN,ASPART,HUMAN 70/30 INJ,NOVOLOG,FLEXPEN,3ML","INSULIN,ASPART,HUMAN 70/30 INJ,NOVOLOG,FLEXPEN,3ML",SHORT ACTING/INTERMEDIATE ANALOG MIX (NOVOLOG,5X3ML,Compliant,"Novo Nordisk, Inc.",1-Jul-25, $44.38 , 1.00 ," 235,244.00 "," $10,440,128.72 ",07/01/2020,06/30/2025,2025,2020,,HS501,T,T,07/01/2024,06/30/2025,NC
"36E79720D0019ASPIRIN 25MG/DIPYRIDAMOLE 200MG CAP,SA60",8-Oct-24,36E79720D0019,42291-0116-60,ASPIRIN/DIPYRIDAMOLE,"ASPIRIN 25MG/DIPYRIDAMOLE 200MG CAP,SA","ASPIRIN 25MG/DIPYRIDAMOLE 200MG CAP,SA",60,Compliant,"AvKARE, LLC",6-Apr-25, $23.34 , 4.00 ," 97,023.00 "," $2,264,516.82 ",04/06/2020,04/05/2025,2025,2020,,BL117,F,T,04/06/2020,04/05/2025,NC
"36E79720D0020PEGFILGRASTIM-BMEZ 6MG/0.6ML INJ,SOLN0.6ML",13-Oct-24,36E79720D0020,61314-0866-01,PEGFILGRASTIM-BMEZ,"PEGFILGRASTIM-BMEZ 6MG/0.6ML INJ,SOLN",ZIEXTENZO,0.6ML,Compliant,"Sandoz, Inc.",11-Apr-25, $745.85 , 4.00 ," 7,079.00 "," $5,279,872.15 ",04/11/2020,04/10/2025,2025,2020,,BL400,T,T,04/11/2020,04/10/2025,NC
"36E79720D0022CARBIDOPA 25MG/LEVODOPA 100MG TAB,SA100",22-Nov-24,36E79720D0022,00378-0088-01,CARBIDOPA/LEVODOPA,"CARBIDOPA 25MG/LEVODOPA 100MG TAB,SA","CARBIDOPA 25MG/LEVODOPA 100MG TAB,SA",100,Compliant,Mylan Pharmaceuticals Inc.,21-May-25, $19.95 , 3.00 ," 50,537.00 "," $1,008,213.15 ",05/21/2020,05/20/2025,2025,2020,,CN500,F,T,05/21/2020,05/20/2025,NC
"36E79720D0022CARBIDOPA 50MG/LEVODOPA 200MG TAB,SA100",22-Nov-24,36E79720D0022,00378-0094-01,CARBIDOPA/LEVODOPA,"CARBIDOPA 50MG/LEVODOPA 200MG TAB,SA","BIDOPA 50MG/LEVODOPA 200MG TAB,SA",100,Compliant,Mylan Pharmaceuticals Inc.,21-May-25, $31.80 , 3.00 ," 66,850.00 "," $2,125,830.00 ",05/21/2020,05/20/2025,2025,2020,,CN500,F,T,05/21/2020,05/20/2025,NC
36E79720D0024NADOLOL 20MG TAB100,2-Jan-25,36E79720D0024,76282-0347-01,NADOLOL,NADOLOL 20MG TAB,NADOLOL 20MG TAB,100,Compliant,"Exelan Pharmaceuticals, Inc.",1-Jul-25, $3.65 , 3.00 ," 10,152.00 "," $37,054.80 ",07/01/2020,06/30/2025,2025,2020,,CV100,F,T,07/01/2022,06/30/2025,NC
36E79720D0024NADOLOL 40MG TAB100,2-Jan-25,36E79720D0024,76282-0348-01,NADOLOL,NADOLOL 40MG TAB,NADOLOL 40MG TAB,100,Compliant,"Exelan Pharmaceuticals, Inc.",1-Jul-25, $9.00 , 3.00 ," 8,817.00 "," $79,353.00 ",07/01/2020,06/30/2025,2025,2020,,CV100,F,T,07/01/2020,06/30/2025,NC
36E79720D0024NADOLOL 80MG TAB100,2-Jan-25,36E79720D0024,76282-0349-01,NADOLOL,NADOLOL 80MG TAB,NADOLOL 80MG TAB,100,Compliant,"Exelan Pharmaceuticals, Inc.",1-Jul-25, $20.00 , 3.00 ," 2,349.00 "," $46,980.00 ",07/01/2020,06/30/2025,2025,2020,,CV100,F,T,07/01/2020,06/30/2025,NC
36E79720D0025CYCLOBENZAPRINE HCL 10MG TAB30,16-Nov-24,36E79720D0025,42291-0154-30,CYCLOBENZAPRINE HCL,CYCLOBENZAPRINE HCL 10MG TAB,CYCLOBENZAPRINE HCL 10MG TAB,30,Compliant,"AvKARE, LLC",15-May-25, $1.79 , 3.00 ," 61,349.00 "," $109,814.71 ",05/15/2020,05/14/2025,2025,2020,,MS200,F,T,05/15/2020,05/14/2025,NC
36E79720D0025CYCLOBENZAPRINE HCL 10MG TAB45,16-Nov-24,36E79720D0025,42291-0154-45,CYCLOBENZAPRINE HCL,CYCLOBENZAPRINE HCL 10MG TAB,CYCLOBENZAPRINE HCL 10MG TAB,45,Compliant,"AvKARE, LLC",15-May-25, $2.65 , 3.00 ," 13,098.00 "," $34,709.70 ",05/15/2020,05/14/2025,2025,2020,,MS200,F,T,05/15/2020,05/14/2025,NC
36E79720D0025CYCLOBENZAPRINE HCL 10MG TAB60,16-Nov-24,36E79720D0025,42291-0154-60,CYCLOBENZAPRINE HCL,CYCLOBENZAPRINE HCL 10MG TAB,CYCLOBENZAPRINE HCL 10MG TAB,60,Compliant,"AvKARE, LLC",15-May-25, $2.75 , 3.00 ," 63,722.00 "," $175,235.50 ",05/15/2020,05/14/2025,2025,2020,,MS200,F,T,05/15/2020,05/14/2025,NC
36E79720D0025CYCLOBENZAPRINE HCL 10MG TAB90,16-Nov-24,36E79720D0025,42291-0154-90,CYCLOBENZAPRINE HCL,CYCLOBENZAPRINE HCL 10MG TAB,CYCLOBENZAPRINE HCL 10MG TAB,90,Compliant,"AvKARE, LLC",15-May-25, $3.39 , 3.00 ," 237,064.00 "," $803,646.96 ",05/15/2020,05/14/2025,2025,2020,,MS200,F,T,05/15/2020,05/14/2025,NC
36E79720D0025CYCLOBENZAPRINE HCL 10MG TAB120,16-Nov-24,36E79720D0025,42291-0154-12,CYCLOBENZAPRINE HCL,CYCLOBENZAPRINE HCL 10MG TAB,CYCLOBENZAPRINE HCL 10MG TAB,120,Compliant,"AvKARE, LLC",15-May-25, $5.92 , 3.00 ," 1,719.00 "," $10,176.48 ",05/15/2020,05/14/2025,2025,2020,,MS200,F,T,05/15/2020,05/14/2025,NC
36E79720D0025CYCLOBENZAPRINE HCL 10MG TAB180,16-Nov-24,36E79720D0025,42291-0154-18,CYCLOBENZAPRINE HCL,CYCLOBENZAPRINE HCL 10MG TAB,CYCLOBENZAPRINE HCL 10MG TAB,180,Compliant,"AvKARE, LLC",15-May-25, $7.58 , 3.00 ," 15,950.00 "," $120,901.00 ",05/15/2020,05/14/2025,2025,2020,,MS200,F,T,05/15/2020,05/14/2025,NC
36E79720D0025CYCLOBENZAPRINE HCL 10MG TAB270,16-Nov-24,36E79720D0025,42291-0154-27,CYCLOBENZAPRINE HCL,CYCLOBENZAPRINE HCL 10MG TAB,CYCLOBENZAPRINE HCL 10MG TAB,270,Compliant,"AvKARE, LLC",15-May-25, $11.37 , 3.00 ," 13,176.00 "," $149,811.12 ",05/15/2020,05/14/2025,2025,2020,,MS200,F,T,05/15/2020,05/14/2025,NC
36E79720D0025CYCLOBENZAPRINE HCL 10MG TAB1000,16-Nov-24,36E79720D0025,42291-0154-10,CYCLOBENZAPRINE HCL,CYCLOBENZAPRINE HCL 10MG TAB,CYCLOBENZAPRINE HCL 10MG TAB,1000,Compliant,"AvKARE, LLC",15-May-25, $33.49 , 3.00 ," 55,311.00 "," $1,852,365.39 ",05/15/2020,05/14/2025,2025,2020,,MS200,F,T,05/15/2020,05/14/2025,NC
36E79720D0027ALBUTEROL SO4 2MG TAB100,2-Jan-25,36E79720D0027,51407-0367-01,ALBUTEROL SO4 ,ALBUTEROL SO4 2MG TAB,ALBUTEROL SO4 2MG TAB,100,Compliant,"Golden State Medical Supply, Inc.",1-Jul-25, $44.21 , 4.00 ," 1,283.00 "," $56,721.43 ",07/01/2020,06/30/2025,2025,2020,,RE103,F,T,07/01/2022,06/30/2025,NC
36E79720D0027ALBUTEROL SO4 4MG TAB100,2-Jan-25,36E79720D0027,51407-0368-01,ALBUTEROL SO5,ALBUTEROL SO4 4MG TAB,ALBUTEROL SO4 4MG TAB,100,Compliant,"Golden State Medical Supply, Inc.",1-Jul-25, $44.21 , 4.00 ," 2,155.00 "," $95,272.55 ",07/01/2020,06/30/2025,2025,2020,,RE103,F,T,07/01/2022,06/30/2025,NC
36E79720D0028VERAPAMIL HCL 120MG TAB100,3-Dec-24,36E79720D0028,42291-0855-01,VERAPAMIL HCL,VERAPAMIL HCL 120MG TAB,VERAPAMIL HCL 120MG TAB,100,Compliant,"AvKARE, LLC",1-Jun-25, $7.69 , 2.00 ," 15,940.00 "," $122,578.60 ",06/01/2020,05/31/2025,2025,2020,,CV200,F,T,06/01/2020,05/31/2025,NC
36E79720D0028VERAPAMIL HCL 40MG TAB100,3-Dec-24,36E79720D0028,42291-0853-01,VERAPAMIL HCL,VERAPAMIL HCL 40MG TAB,VERAPAMIL HCL 40MG TAB,100,Compliant,"AvKARE, LLC",1-Jun-25, $12.48 , 2.00 ," 3,724.00 "," $46,475.52 ",06/01/2020,05/31/2025,2025,2020,,CV200,F,T,06/01/2020,05/31/2025,NC
36E79720D0028VERAPAMIL HCL 80MG TAB100,3-Dec-24,36E79720D0028,42291-0854-01,VERAPAMIL HCL,VERAPAMIL HCL 80MG TAB,VERAPAMIL HCL 80MG TAB,100,Compliant,"AvKARE, LLC",1-Jun-25, $5.25 , 2.00 ," 18,520.00 "," $97,230.00 ",06/01/2020,05/31/2025,2025,2020,,CV200,F,T,06/01/2020,05/31/2025,NC
"36E79720D0032DICLOFENAC NA 1% GEL,TOP100GM",17-Dec-24,36E79720D0032,76282-0663-39,DICLOFENAC NA,"DICLOFENAC NA 1% GEL,TOP","DICLOFENAC NA 1% GEL,TOP",100GM,Compliant,"Exelan Pharmaceuticals, Inc.",15-Jun-25, $3.35 , 6.00 ," 3,124,227.00 "," $10,466,160.45 ",06/15/2020,06/14/2025,2025,2020,,DE200,F,T,06/15/2020,06/14/2025,NC
"36E79720D0033FLUTICASONE PROPIONATE 50MCG/SPRAY SOLN,NASAL,16GM16GM",17-Dec-24,36E79720D0033,60429-0195-15,FLUTICASONE PROPIONATE,"FLUTICASONE PROPIONATE 50MCG/SPRAY SOLN,NASAL,16GM","FLUTICASONE PROPIONATE 50MCG/SPRAY SOLN,NASAL",16GM,Compliant,"Golden State Medical Supply, Inc.",15-Jun-25, $3.15 , 4.00 ," 5,466,801.00 "," $17,220,423.15 ",06/15/2020,06/14/2025,2025,2020,,NT200,F,T,06/15/2020,06/14/2025,NC
36E79720D0035LOPERAMIDE HCL 2MG CAP100,31-Jan-25,36E79720D0035,00378-2100-01,LOPERAMIDE HCL,LOPERAMIDE HCL 2MG CAP,LOPERAMIDE HCL 2MG CAP,100,Compliant,Mylan Pharmaceuticals Inc.,30-Jul-25, $8.41 , 2.00 ," 37,067.00 "," $311,733.47 ",07/30/2020,07/29/2025,2025,2020,,GA208,F,T,07/30/2020,07/29/2025,NC
36E79720D0035LOPERAMIDE HCL 2MG CAP500,31-Jan-25,36E79720D0035,00378-2100-05,LOPERAMIDE HCL,LOPERAMIDE HCL 2MG CAP,LOPERAMIDE HCL 2MG CAP,500,Compliant,Mylan Pharmaceuticals Inc.,30-Jul-25, $39.90 , 2.00 ," 37,103.00 "," $1,480,409.70 ",07/30/2020,07/29/2025,2025,2020,,GA208,F,T,07/30/2020,07/29/2025,NC
36E79720D0036METFORMIN HCL 1000MG TAB100,2-Jan-25,36E79720D0036,60429-0113-01,METFORMIN HCL,METFORMIN HCL 1000MG TAB,METFORMIN HCL 1000MG TAB,100,Compliant,"Golden State Medical Supply, Inc.",1-Jul-25, $2.35 , 3.00 ," 31,935.00 "," $75,047.25 ",07/01/2020,06/30/2025,2025,2020,,HS502,F,T,07/01/2020,06/30/2025,NC
36E79720D0036METFORMIN HCL 1000MG TAB500,2-Jan-25,36E79720D0036,60429-0113-05,METFORMIN HCL,METFORMIN HCL 1000MG TAB,METFORMIN HCL 1000MG TAB,500,Compliant,"Golden State Medical Supply, Inc.",1-Jul-25, $9.70 , 3.00 ," 89,978.00 "," $872,786.60 ",07/01/2020,06/30/2025,2025,2020,,HS502,F,T,07/01/2020,06/30/2025,NC
36E79720D0036METFORMIN HCL 500MG TAB100,2-Jan-25,36E79720D0036,60429-0111-01,METFORMIN HCL,METFORMIN HCL 500MG TAB,METFORMIN HCL 500MG TAB,100,Compliant,"Golden State Medical Supply, Inc.",1-Jul-25, $1.58 , 3.00 ," 18,370.00 "," $29,024.60 ",07/01/2020,06/30/2025,2025,2020,,HS502,F,T,07/01/2020,06/30/2025,NC
36E79720D0036METFORMIN HCL 500MG TAB1000,2-Jan-25,36E79720D0036,60429-0111-10,METFORMIN HCL,METFORMIN HCL 500MG TAB,METFORMIN HCL 500MG TAB,1000,Compliant,"Golden State Medical Supply, Inc.",1-Jul-25, $11.40 , 3.00 ," 77,617.00 "," $884,833.80 ",07/01/2020,06/30/2025,2025,2020,,HS502,F,T,07/01/2020,06/30/2025,NC
36E79720D0036METFORMIN HCL 850MG TAB100,2-Jan-25,36E79720D0036,60429-0112-01,METFORMIN HCL,METFORMIN HCL 850MG TAB,METFORMIN HCL 850MG TAB,100,Compliant,"Golden State Medical Supply, Inc.",1-Jul-25, $2.05 , 3.00 ," 5,708.00 "," $11,701.40 ",07/01/2020,06/30/2025,2025,2020,,HS502,F,T,07/01/2020,06/30/2025,NC
36E79720D0036METFORMIN HCL 850MG TAB500,2-Jan-25,36E79720D0036,60429-0112-05,METFORMIN HCL,METFORMIN HCL 850MG TAB,METFORMIN HCL 850MG TAB,500,Compliant,"Golden State Medical Supply, Inc.",1-Jul-25, $8.20 , 3.00 ," 17,800.00 "," $145,960.00 ",07/01/2020,06/30/2025,2025,2020,,HS502,F,T,07/01/2020,06/30/2025,NC
36E79720D0037BACLOFEN 10MG TAB100,2-Jan-25,36E79720D0037,10135-0532-01,BACLOFEN,BACLOFEN 10MG TAB,BACLOFEN 10MG TAB,100,Compliant,"Marlex Pharmaceuticals, Inc.",1-Jul-25, $5.69 , 2.00 ," 13,558.00 "," $77,145.02 ",07/01/2020,06/30/2025,2025,2020,,MS200,F,T,07/01/2020,06/30/2025,NC
36E79720D0037BACLOFEN 10MG TAB1000,2-Jan-25,36E79720D0037,10135-0532-10,BACLOFEN,BACLOFEN 10MG TAB,BACLOFEN 10MG TAB,1000,Compliant,"Marlex Pharmaceuticals, Inc.",1-Jul-25, $56.99 , 2.00 ," 47,079.00 "," $2,683,032.21 ",07/01/2020,06/30/2025,2025,2020,,MS200,F,T,07/01/2020,06/30/2025,NC
36E79720D0037BACLOFEN 20MG TAB100,2-Jan-25,36E79720D0037,10135-0533-01,BACLOFEN,BACLOFEN 20MG TAB,BACLOFEN 20MG TAB,100,Compliant,"Marlex Pharmaceuticals, Inc.",1-Jul-25, $6.50 , 2.00 ," 2,659.00 "," $17,283.50 ",07/01/2020,06/30/2025,2025,2020,,MS200,F,T,07/01/2020,06/30/2025,NC
36E79720D0037BACLOFEN 20MG TAB1000,2-Jan-25,36E79720D0037,10135-0533-10,BACLOFEN,BACLOFEN 20MG TAB,BACLOFEN 20MG TAB,1000,Compliant,"Marlex Pharmaceuticals, Inc.",1-Jul-25, $63.99 , 2.00 ," 11,923.00 "," $762,952.77 ",07/01/2020,06/30/2025,2025,2020,,MS200,F,T,07/01/2020,06/30/2025,NC
36E79720D0038LOSARTAN POTASSIUM 100MG TAB30,28-Mar-25,36E79720D0038,72865-0143-30,LOSARTAN POTASSIUM,LOSARTAN POTASSIUM 100MG TAB,LOSARTAN POTASSIUM 100MG TAB,30,Compliant,"XLCare Pharmaceuticals, Inc.",24-Sep-25, $3.34 , 1.00 ," 180,462.00 "," $602,743.08 ",09/24/2020,09/23/2024,2025,2020,,CV805,F,T,09/24/2023,09/23/2024,NC
36E79720D0038LOSARTAN POTASSIUM 100MG TAB90,28-Mar-25,36E79720D0038,72865-0143-90,LOSARTAN POTASSIUM,LOSARTAN POTASSIUM 100MG TAB,LOSARTAN POTASSIUM 100MG TAB,90,Compliant,"XLCare Pharmaceuticals, Inc.",24-Sep-25, $10.01 , 1.00 ," 173,374.00 "," $1,735,473.74 ",09/24/2020,09/23/2024,2025,2020,,CV805,F,T,09/24/2023,09/23/2024,NC
36E79720D0038LOSARTAN POTASSIUM 100MG TAB1000,28-Mar-25,36E79720D0038,72865-0143-10,LOSARTAN POTASSIUM,LOSARTAN POTASSIUM 100MG TAB,LOSARTAN POTASSIUM 100MG TAB,1000,Compliant,"XLCare Pharmaceuticals, Inc.",24-Sep-25, $111.15 , 1.00 ," 38,187.00 "," $4,244,485.05 ",09/24/2020,09/23/2024,2025,2020,,CV805,F,T,09/24/2023,09/23/2024,NC
36E79720D0038LOSARTAN POTASSIUM 25MG TAB30,28-Mar-25,36E79720D0038,72865-0141-30,LOSARTAN POTASSIUM,LOSARTAN POTASSIUM 25MG TAB,LOSARTAN POTASSIUM 25MG TAB,30,Compliant,"XLCare Pharmaceuticals, Inc.",24-Sep-25, $3.00 , 1.00 ," 45,640.00 "," $136,920.00 ",09/24/2020,09/23/2024,2025,2020,,CV805,F,T,09/24/2023,09/23/2024,NC
36E79720D0038LOSARTAN POTASSIUM 25MG TAB90,28-Mar-25,36E79720D0038,72865-0141-90,LOSARTAN POTASSIUM,LOSARTAN POTASSIUM 25MG TAB,LOSARTAN POTASSIUM 25MG TAB,90,Compliant,"XLCare Pharmaceuticals, Inc.",24-Sep-25, $8.47 , 1.00 ," 309,087.00 "," $2,617,966.89 ",09/24/2020,09/23/2024,2025,2020,,CV805,F,T,09/24/2023,09/23/2024,NC
36E79720D0038LOSARTAN POTASSIUM 25MG TAB1000,28-Mar-25,36E79720D0038,72865-0141-10,LOSARTAN POTASSIUM,LOSARTAN POTASSIUM 25MG TAB,LOSARTAN POTASSIUM 25MG TAB,1000,Compliant,"XLCare Pharmaceuticals, Inc.",24-Sep-25, $94.05 , 1.00 ," 33,710.00 "," $3,170,425.50 ",09/24/2020,09/23/2024,2025,2020,,CV805,F,T,09/24/2023,09/23/2024,NC
